date,time,language,links
20081104,190000,pl,2
20081121,40000,es,2
20081208,200000,no,1
20081014,230000,tr,1
20081126,90000,fi,1
20081022,190000,zh,1
20081006,190000,tr,6
20081031,70000,tr,2
20081218,110000,id,4
20081107,70000,pt,1
20081204,10000,pt,8
20081011,0,id,6
20081215,160000,fr,15
20081106,10000,id,2
20081011,110000,ru,2
20081228,40000,es,11
20081004,0,commons.m,1
20081130,40000,es,1
20081017,70000,ja,2
20081018,140000,ko,1
20081012,230000,commons.m,2
20081123,120001,id,1
20081108,60001,hu,1
20081001,130000,pl,5
20081006,170000,el,1
20081026,80000,id,4
20081228,120000,it,3
20081003,130000,ko,1
20081122,130000,fi,1
20081230,100000,fr,17
20081122,100000,hu,3
20081017,220000,en.n,3
20081029,40000,fr,2
20081226,90000,fi,1
20081207,230000,en.n,2
20081025,10000,commons.m,4
20081121,40000,cs,1
20081230,0,fi,1
20081118,20000,it,2
20081202,110000,de,42
20081022,170001,pt,1
20081209,80000,en.n,1
20081002,200000,sv,1
20081221,130001,id,2
20081003,130000,da,8
20081030,190000,pl,1
20081028,10000,da,1
20081102,70000,hu,2
20081205,70000,en.n,2
20081009,140001,de,144
20081115,50001,es,1
20081111,210000,de.n,5
20081202,130001,en.n,1
20081017,120000,pl,1
20081207,190000,de,39
20081212,160000,es,1
20081026,170000,da,3
20081201,120000,tr,1
20081102,160000,de,41
20081213,220000,tr,2
20081017,230000,nl,1
20081109,80000,fr,4
20081127,100000,en,147
20081118,200000,es,7
20081207,220001,pt,1
20081201,210000,fr,20
20081211,110001,da,2
20081103,220000,en,170
20081007,40001,pl,1
20081016,130000,hu,3
20081018,100000,el,1
20081003,20000,commons.m,1
20081228,40000,ja,2
20081225,140000,pt,2
20081207,210000,ru,2
20081023,40000,es,12
20081023,220000,fi,1
20081103,130000,de.n,1
20081226,110000,fr,12
20081013,210000,fi,1
20081218,160000,nl,4
20081009,210000,ru,4
20081111,180001,ru,7
20081216,190000,es.n,1
20081130,10000,en,72
20081123,90000,it,4
20081205,30000,zh,2
20081106,120000,sv,1
20081025,200000,es,11
20081123,1,nl,1
20081125,120001,fi,3
20081129,20000,de,2
20081210,200000,nl,3
20081001,0,de,13
20081105,190000,tr,2
20081016,100001,ru,1
20081203,220000,ar,1
20081117,220000,de,27
20081021,30000,en.n,1
20081103,120001,sv,2
20081126,180001,commons.m,2
20081111,200000,nl,1
20081112,10000,ko,1
20081203,140000,de,51
20081003,210000,fi,1
20081010,120000,nl,9
20081130,50000,id,3
20081104,200000,no,1
20081021,50000,de,8
20081106,200000,it,8
20081120,20000,es,3
20081002,120000,en.n,8
20081215,10000,lt,1
20081125,10000,de,3
20081017,40001,es.n,1
20081202,120000,fr,15
20081212,50000,fi,2
20081128,130001,tr,6
20081214,1,ar,1
20081103,170000,ru,4
20081211,120000,da,2
20081224,110000,de,21
20081204,210000,ru,4
20081018,0,es.n,1
20081102,100000,nl,1
20081125,150000,ro,2
20081206,110000,fr,6
20081209,100000,id,1
20081118,140000,fr,19
20081125,90000,es,4
20081218,80000,ja,3
20081011,120000,en,288
20081115,200000,es,6
20081116,120000,it,10
20081116,190000,de.n,1
20081216,120001,nl,3
20081109,10000,es,4
20081012,170000,pt,2
20081218,120000,fi,5
20081012,190001,fr,40
20081130,170000,de,36
20081221,220000,pl,3
20081220,180000,fr,9
20081115,180000,ru,1
20081229,130000,tr,4
20081207,40000,pt.n,1
20081107,50001,en.n,5
20081221,100000,id,1
20081019,180000,ko,1
20081016,20000,en,259
20081006,200000,sv,2
20081125,200000,fr,4
20081127,90000,pl,1
20081209,220000,ru,5
20081025,50000,id,5
20081007,60000,ru,7
20081019,180000,es,3
20081110,150000,id,1
20081004,170000,en,245
20081214,90000,en,92
20081120,150000,tr,3
20081227,20001,no,1
20081121,210000,hu,1
20081016,170000,pl,3
20081109,160000,nl,3
20081002,220000,fr.n,2
20081112,10000,de.n,1
20081206,40000,id,4
20081215,40000,pt.n,1
20081216,150000,en,177
20081030,140000,nl,1
20081026,50000,de,3
20081001,210000,ru,3
20081008,150001,vi,7
20081102,200000,es.n,3
20081027,110000,de,101
20081017,60000,da,1
20081017,0,en,214
20081102,90000,es,2
20081105,200000,de,46
20081120,160000,ru,13
20081117,180000,www,2
20081108,60001,es.n,1
20081028,10000,vi,1
20081115,50001,de,1
20081023,220000,id,1
20081127,1,pt.n,1
20081102,230000,de,39
20081030,170000,de.n,2
20081007,170000,pt,1
20081202,230000,it,6
20081002,90000,es,6
20081101,200000,ja,1
20081001,160000,ro,1
20081228,170000,fr,11
20081110,150000,tr,2
20081206,100000,fr,4
20081110,20000,vi,1
20081031,160000,it,20
20081124,50000,de,1
20081207,210000,commons.m,2
20081119,100000,en.n,3
20081023,70000,no,1
20081204,130000,fr.n,1
20081115,220000,fr.n,1
20081102,20000,nl,2
20081229,50000,de,6
20081111,120000,fi,1
20081223,210000,en.n,1
20081222,220000,tr,2
20081003,10000,sv,1
20081217,130000,ro,1
20081112,220000,tr,10
20081031,40000,en,144
20081126,150000,vi,3
20081105,210000,it,13
20081012,0,en.s,1
20081008,130000,en,469
20081006,90000,fr,41
20081214,130000,sv,4
20081007,210001,ro,1
20081012,180000,id,2
20081218,1,ru,1
20081208,220001,es,5
20081225,60000,vi,1
20081225,130001,de,16
20081124,50000,en,177
20081024,1,id,1
20081115,150000,nl,3
20081201,110000,es,1
20081216,120001,sv,2
20081118,160000,pl,1
20081209,190000,en.n,1
20081030,120001,fr,20
20081228,190000,fr.n,1
20081215,220000,de,31
20081001,190000,fr,50
20081229,170000,es,7
20081111,180001,nl,1
20081224,110000,fr,15
20081017,220000,hu,1
20081218,10000,commons.m,2
20081004,190000,commons.m,3
20081116,210000,de,31
20081217,20000,fr,4
20081225,90000,pl,1
20081009,230000,es.n,5
20081128,190001,cs,1
20081007,110000,pt,1
20081201,140001,commons.m,4
20081216,10000,commons.m,1
20081221,110000,de,41
20081110,70000,id,2
20081212,110000,fr,12
20081031,180001,pt.n,1
20081104,170000,es.n,1
20081126,220000,en,144
20081021,10000,ja,1
20081224,0,fi,1
20081123,130000,es,5
20081017,60000,ja,7
20081230,220000,sv,1
20081025,60001,id,4
20081227,150000,nl,5
20081206,0,en,104
20081221,140000,commons.m,3
20081128,60000,ja,2
20081126,160000,pl,3
20081009,100000,fi,3
20081113,200000,fi,2
20081219,140000,en,111
20081231,170000,fr,22
20081018,90001,en,142
20081105,190000,es,9
20081103,120001,fr,14
20081222,10001,pl,1
20081119,100000,it,7
20081102,160000,nl,6
20081008,60000,it,2
20081002,190000,fi,2
20081006,150000,ja,2
20081013,110000,commons.m,4
20081103,180001,fr,35
20081031,1,en,148
20081121,110001,ro,1
20081113,80000,tr,1
20081105,160000,sv,3
20081217,160000,ru,5
20081008,170000,en,587
20081106,90000,commons.m,2
20081001,100000,en.n,6
20081226,80000,tr,3
20081112,160000,fr.n,1
20081021,1,da,1
20081009,100000,id,12
20081112,120001,ja,1
20081011,170000,ru,5
20081229,20001,es,3
20081229,120000,en,106
20081116,90000,en,111
20081113,120001,pl,1
20081003,200000,en,372
20081022,160000,en,343
20081006,50000,de,9
20081011,100000,lt,1
20081111,220000,en,205
20081204,50000,de,5
20081001,150000,en,557
20081231,235959,sv,1
20081119,190000,pl,1
20081116,70000,ro,1
20081006,170000,tr,1
20081231,150001,de,23
20081014,110000,fr,30
20081014,120001,en.n,17
20081126,160000,fr,15
20081201,60000,en,116
20081010,210000,ro,3
20081028,230000,es,27
20081009,210000,es,8
20081011,100000,vi,3
20081222,190001,it,4
20081203,130001,it,4
20081215,200000,fr,22
20081218,60001,en,114
20081120,190000,hu,1
20081124,100000,sv,1
20081012,110000,fr,21
20081204,160000,es.n,6
20081225,230000,ru,4
20081012,180000,tr,4
20081108,140000,ru,4
20081006,20000,id,4
20081025,40000,fi,1
20081019,180000,hu,3
20081030,140000,commons.m,2
20081006,120000,es,6
20081207,70000,de.n,1
20081006,170000,commons.m,9
20081226,30000,pt,4
20081025,10000,de,8
20081223,10001,commons.m,3
20081011,210000,tr,5
20081102,180001,nl,5
20081114,140000,de.n,1
20081202,0,ja,1
20081203,120000,it,3
20081014,160000,ko,1
20081005,0,pl,5
20081110,200000,fr,14
20081205,120000,it,7
20081101,150000,en.n,1
20081230,70000,de,5
20081017,100001,vi,2
20081111,200000,pt,2
20081225,80000,fi,1
20081008,140000,de.n,3
20081208,80000,fr,1
20081228,160000,it,6
20081031,1,no,1
20081130,200000,de,27
20081111,90000,tr,2
20081117,10000,en,123
20081023,30000,id,5
20081003,100000,id,2
20081014,1,it,8
20081003,130000,en,302
20081201,0,commons.m,1
20081012,170000,de,119
20081016,100001,en,241
20081230,180000,es,5
20081219,60000,id,1
20081019,90000,sv,2
20081116,230001,en,157
20081106,100000,hu,1
20081024,230000,hu,3
20081004,80000,vi,2
20081113,140000,es.n,3
20081001,70000,cs,1
20081019,20001,it,1
20081121,120000,pl,1
20081125,30000,zh,1
20081216,220000,pt.n,1
20081102,140000,ko,1
20081231,30001,sv,1
20081119,70000,ru,9
20081204,10000,pl,1
20081023,1,en,207
20081106,100000,en,116
20081005,160001,es,6
20081111,100000,ru,3
20081010,90000,it,63
20081211,80000,en,80
20081220,180000,de,42
20081014,170000,hu,2
20081006,210000,ru,10
20081013,160000,de,99
20081120,210000,it,1
20081005,210000,it,11
20081109,100000,nl,2
20081229,80001,lt,2
20081231,100000,sv,3
20081204,160000,es,4
20081104,40000,vi,2
20081115,60000,en,84
20081101,180000,de,31
20081212,210000,no,2
20081115,30000,it,3
20081017,180000,vi,2
20081015,100000,ro,2
20081126,100000,ru,6
20081229,50000,ja,1
20081008,210001,ru,6
20081229,10000,de.n,2
20081101,210000,tr,3
20081203,150000,commons.m,4
20081125,180001,en.n,2
20081109,150000,es,2
20081003,180000,de.n,2
20081008,0,da,1
20081102,120001,ru,3
20081008,120000,zh,1
20081010,20001,ru,2
20081109,160000,vi,2
20081027,140000,en,226
20081019,120000,es,2
20081013,10001,id,13
20081024,140000,commons.m,2
20081224,70001,sv,1
20081020,70001,en.n,4
20081127,120001,ro,1
20081115,60000,fi,1
20081205,210000,en,130
20081004,160001,vi,4
20081110,190000,fr,13
20081019,0,en.n,7
20081005,210000,commons.m,1
20081015,220000,en,304
20081223,170000,en,160
20081113,150000,pl,2
20081222,110000,commons.m,4
20081216,130000,it,3
20081017,140000,nl,3
20081114,150000,tr,1
20081027,100000,pl,1
20081005,180000,ru,3
20081004,190000,de,33
20081001,150000,fr,56
20081017,50000,en.n,5
20081113,170000,ru,4
20081223,40000,fi,1
20081015,90000,de,112
20081229,120000,it,3
20081031,90000,it,5
20081019,180000,commons.m,1
20081120,40000,fr,4
20081223,70001,id,1
20081231,90001,fr,13
20081204,110000,en,124
20081014,140000,fi,1
20081106,50001,en,129
20081121,160000,pt.n,1
20081011,200000,fi,1
20081112,70000,de,4
20081009,20001,es.n,2
20081203,90000,es,1
20081215,120001,ru,8
20081019,210000,ar,1
20081002,60000,es,9
20081012,160000,ru,7
20081001,100000,nl,11
20081030,100000,de,69
20081224,190001,fr,12
20081118,140000,commons.m,1
20081008,70000,sv,5
20081231,180000,pt,1
20081003,170000,it,25
20081112,130000,ru,4
20081205,120000,es.n,2
20081008,210001,fi,3
20081118,90000,es,3
20081218,160000,de,30
20081105,110001,cs,3
20081213,100000,ja,4
20081024,210000,it,15
20081028,140000,fr.n,1
20081003,180000,tr,1
20081206,190000,en,79
20081123,170000,sv,1
20081223,100000,zh,2
20081026,1,vi,1
20081203,40000,id,2
20081222,10001,pt,4
20081110,220000,nl,1
20081026,200000,commons.m,1
20081029,50000,fr,2
20081206,190000,tr,2
20081218,10000,it,1
20081029,10000,ja,1
20081001,90000,fr,44
20081012,20000,ro,1
20081220,160000,pl,1
20081004,40001,vi,3
20081102,200000,pl,1
20081024,190000,fr.n,1
20081007,150001,ja,5
20081212,180001,ru,3
20081228,110000,it,4
20081222,110000,nl,6
20081114,160000,ja,1
20081026,100000,nl,2
20081003,70000,en,291
20081001,200000,sv,5
20081030,150000,it,20
20081105,130000,pt.n,1
20081028,170000,pt,1
20081015,70000,commons.m,5
20081108,20000,ja,3
20081024,70000,pt,1
20081012,40000,ro,1
20081123,50000,id,1
20081229,100000,id,1
20081215,180001,commons.m,2
20081216,40000,id,1
20081102,180001,es,5
20081217,190000,fr,22
20081225,90000,commons.m,1
20081014,120001,de.n,1
20081005,200000,ro,2
20081126,130000,nl,3
20081125,110000,de,40
20081122,120001,tr,1
20081017,220000,fr,21
20081218,170000,de.n,1
20081011,60000,it,7
20081124,210000,ru,5
20081209,210000,commons.m,1
20081214,230000,pl,3
20081216,100000,pl,2
20081002,230001,en,336
20081118,180000,da,1
20081019,10000,en.n,6
20081019,230000,de,22
20081215,150000,ro,1
20081012,150000,fi,1
20081104,110000,it,12
20081015,20000,it,4
20081214,50000,vi,2
20081214,200000,sv,1
20081001,200000,fr.n,4
20081222,180000,ja,2
20081210,80000,fr,3
20081226,20000,en.n,2
20081220,150000,ja,1
20081219,120000,en,110
20081026,130000,es,7
20081019,110000,id,2
20081014,140000,en,438
20081229,160000,en,226
20081001,230001,en.n,7
20081230,0,fr,16
20081202,170000,de,35
20081128,110000,ja,3
20081028,110000,tr,1
20081112,150000,fi,1
20081122,170000,sv,1
20081214,80000,en.n,1
20081103,160000,en,272
20081120,120001,it,7
20081124,100000,id,1
20081203,140000,en,152
20081117,70000,id,1
20081210,50001,es,1
20081017,180000,pl,2
20081204,40000,pt,2
20081222,100000,de,57
20081005,170000,pt,6
20081110,90000,id,2
20081210,150000,fr,12
20081013,50000,id,26
20081202,220000,en,165
20081206,220000,ru,5
20081004,90000,ro,6
20081015,60000,de,19
20081102,50000,commons.m,1
20081120,200000,ru,11
20081215,60001,ja,3
20081203,20001,id,1
20081113,120001,ja,1
20081130,210000,es,18
20081219,120000,nl,5
20081024,220000,cs,1
20081112,140000,da,1
20081017,180000,ro,1
20081014,170000,it,32
20081207,150000,en,120
20081030,40000,de,4
20081108,1,it,3
20081007,0,en.n,3
20081129,110000,tr,1
20081108,90000,en,96
20081103,50000,es.n,1
20081025,160000,commons.m,2
20081228,150000,tr,1
20081217,40000,tr,1
20081015,60000,zh,1
20081228,150000,da,2
20081230,200001,fr,19
20081004,140000,ja,2
20081018,50000,www,1
20081110,40000,en,129
20081013,160000,ja.n,1
20081017,20000,commons.m,2
20081027,170000,es,10
20081010,140000,en,519
20081013,220000,sv,3
20081210,10000,commons.m,1
20081214,30000,it,2
20081206,230000,commons.m,1
20081215,220000,hu,1
20081008,200000,nl,6
20081112,100000,de.n,1
20081130,30000,en,78
20081011,10001,nl,3
20081107,90000,pl,1
20081128,90000,en,68
20081005,140000,en.n,9
20081005,180000,pt,3
20081015,220000,nl,4
20081211,70000,en,120
20081221,160000,cs,1
20081001,210000,fr.n,5
20081230,140001,id,1
20081001,130000,en,453
20081010,220000,it,53
20081114,180000,pt,1
20081024,200000,de,40
20081216,20000,commons.m,1
20081019,170000,de,32
20081026,60001,vi,1
20081111,130000,da,3
20081109,80000,fi,1
20081015,150000,ko,1
20081020,100000,es,6
20081201,70001,de,5
20081230,210000,nl,4
20081231,70000,es,1
20081027,100000,de.n,1
20081029,150000,fr.n,1
20081221,0,es,2
20081018,40000,pl,3
20081006,230000,fr.n,3
20081225,150000,cs,2
20081013,40000,ja,2
20081102,1,fr,8
20081123,10000,es.n,1
20081009,150000,fr,43
20081020,110000,ru,3
20081010,230000,de,63
20081121,200000,tr,1
20081208,150000,ru,2
20081216,150000,pt,1
20081006,130000,tr,4
20081130,100000,pl,1
20081031,120001,tr,6
20081006,110000,hu,1
20081126,170000,sv,2
20081001,100000,ru,3
20081230,50000,en,119
20081124,160000,tr,4
20081109,120000,vi,1
20081216,10000,it,1
20081027,190000,ru,9
20081109,150000,fr,13
20081228,170000,ja,1
20081025,160000,ro,1
20081029,230000,de,24
20081015,70000,nl,5
20081214,20000,pl,1
20081014,190000,sv,1
20081106,70000,commons.m,2
20081006,230000,en.n,5
20081006,90000,pt.n,1
20081223,20000,id,1
20081110,200000,nl,3
20081120,80000,en.n,3
20081020,150000,es,7
20081126,210000,ru,4
20081107,150000,pt.n,2
20081014,200000,en.n,4
20081206,50000,fr,2
20081221,120000,es,2
20081025,70000,en,133
20081210,190000,tr,1
20081111,90000,de,34
20081116,140000,fi,3
20081030,100000,fr,19
20081010,180000,ru,5
20081201,100000,no,1
20081213,150000,pl,1
20081016,190000,es,15
20081011,210000,fi,6
20081108,200000,pt,13
20081213,190000,it,4
20081203,150000,en,159
20081013,70001,id,24
20081123,220000,vi,1
20081126,10000,ja,4
20081014,80000,de.n,3
20081003,110001,es,9
20081127,20000,pt.n,1
20081210,150000,nl,2
20081002,90000,hu,2
20081230,150000,nl,10
20081221,80000,de.n,1
20081203,100000,sv,1
20081129,170000,de,28
20081027,150000,ru,5
20081219,130001,es,6
20081027,40000,es,3
20081211,140000,fi,1
20081027,1,lt,1
20081014,20000,fr,5
20081112,180001,fr,13
20081205,50000,es,4
20081027,220000,pt,2
20081129,150000,it,9
20081004,90000,nl,2
20081115,40000,es,2
20081003,40000,fr.n,1
20081008,140000,tr,4
20081121,210000,ru,6
20081111,70000,de,10
20081011,160000,de,71
20081230,170000,fr,10
20081108,1,en.n,7
20081027,220000,hu,1
20081116,150000,ar,1
20081204,80001,sv,1
20081101,220000,en.n,1
20081127,200000,tr,1
20081216,70000,commons.m,1
20081115,200000,de.n,1
20081127,80000,fr,4
20081018,40000,www,1
20081014,80000,nl,7
20081006,170000,de,81
20081012,70001,nl,2
20081205,150000,ru,3
20081011,20000,tr,1
20081221,50000,es,5
20081220,190001,pl,4
20081121,70000,ru,3
20081127,150000,ru,7
20081012,80000,it,14
20081005,140000,id,2
20081014,150000,en.n,5
20081029,30000,en.d,1
20081120,130000,fi,1
20081125,100000,no,1
20081004,20000,fr.n,1
20081008,210001,hu,2
20081217,180001,fr,16
20081224,140000,ru,9
20081101,40000,es,1
20081104,110000,pt,1
20081002,20000,en.n,2
20081014,190000,ro,1
20081111,130000,it,5
20081020,130001,fr,24
20081031,90000,pl,6
20081104,190000,it,4
20081212,160000,sv,5
20081018,60000,zh,1
20081108,80000,tr,2
20081115,180000,it,5
20081026,140000,ru,1
20081109,180000,tr,1
20081210,10000,de,6
20081028,210000,tr,2
20081120,140000,pl,2
20081024,110000,en,194
20081218,1,commons.m,12
20081028,90000,pt,1
20081226,230000,pl,1
20081013,120000,en.n,3
20081104,210000,hu,1
20081018,160000,fr.n,3
20081002,180000,en,382
20081216,1,commons.m,3
20081004,0,pt,5
20081014,50000,ko,1
20081011,40000,cs,2
20081108,1,ru,2
20081206,10000,en.n,1
20081125,110000,commons.m,4
20081022,200000,es.n,2
20081124,130000,da,1
20081225,150000,en,88
20081013,30000,en.n,5
20081122,210000,tr,1
20081108,190000,pt,2
20081225,80000,pl,1
20081009,170000,de,83
20081008,190000,cs,2
20081012,90000,fr,26
20081120,160000,fr,14
20081231,210001,ja,1
20081124,150000,es,10
20081214,80000,en,107
20081028,30000,en.n,1
20081125,200000,pl,1
20081103,110000,pt,3
20081227,40000,fr.n,1
20081008,110000,fi,4
20081207,210000,es,3
20081114,100000,ru,2
20081012,200000,fi,2
20081007,150001,fr,60
20081208,90000,ro,1
20081026,100000,id,3
20081016,210000,el,1
20081226,10001,tr,1
20081222,0,fi,1
20081218,90000,sv,2
20081124,1,de.n,1
20081221,110000,fi,1
20081128,100000,tr,2
20081005,190000,fi,1
20081122,170000,id,1
20081230,40000,en,116
20081020,10001,nl,1
20081014,230000,en,225
20081110,80000,en,161
20081026,150000,es,6
20081102,200000,fr,19
20081017,200000,nl,4
20081005,170000,ro,2
20081107,190000,en.n,1
20081105,220000,sv,1
20081206,90001,en,76
20081008,80000,ru,5
20081013,50000,vi,2
20081207,20000,nl,2
20081207,180000,zh,2
20081229,80001,fr,2
20081031,210000,tr,3
20081019,140001,ru,5
20081018,10000,en,180
20081004,40001,es.n,3
20081122,130000,pl,2
20081105,140000,en,169
20081229,150000,es,1
20081111,0,pt,2
20081122,70000,id,1
20081111,130000,pt,3
20081207,150000,it,3
20081205,110000,fr.n,1
20081211,220000,es,2
20081125,80000,tr,2
20081025,30000,es,2
20081002,80000,it,20
20081130,180000,sv,2
20081027,210000,sv,7
20081224,210000,ar,1
20081020,210000,fr,13
20081225,160000,ja,1
20081230,190000,ar,2
20081019,160000,de,53
20081127,230000,fr,14
20081017,60000,fr.n,1
20081008,230000,fi,1
20081101,130000,fr,14
20081001,70000,en,301
20081018,140000,id,4
20081021,40000,da,1
20081102,220000,ru,2
20081005,220001,tr,2
20081003,100000,ro,2
20081119,130000,fr,22
20081121,80000,zh,1
20081209,60000,de,5
20081019,20001,pt,5
20081008,80000,id,4
20081016,80000,fr.d,1
20081226,120000,en,64
20081101,170001,de,30
20081116,210000,tr,1
20081126,140000,fr,18
20081003,20000,fr.n,1
20081203,0,tr,1
20081218,150000,fr,30
20081211,230001,sv,1
20081007,80000,sv,1
20081120,10000,pt,1
20081222,80000,ja,2
20081217,90000,sv,1
20081007,220000,en,596
20081123,200000,es,7
20081106,120000,pl,5
20081118,60000,id,1
20081217,130000,sv,6
20081027,60001,ja,3
20081225,150000,fr.n,1
20081227,200001,it,3
20081221,80000,lt,1
20081231,10000,en,95
20081002,180000,de.n,1
20081203,20001,it,3
20081227,150000,tr,4
20081010,70001,nl,1
20081027,170000,pl,4
20081025,200000,en.n,1
20081213,160000,it.n,1
20081221,160000,ar,1
20081029,180001,en.n,5
20081005,140000,pl,2
20081015,120000,es,5
20081009,200001,da,1
20081027,80000,zh,1
20081002,140000,hu,1
20081226,150000,commons.m,1
20081207,220001,pl,2
20081008,220000,hu,1
20081026,100000,fr,13
20081106,100000,pl,1
20081221,200000,en.n,2
20081021,30000,vi,2
20081117,100000,fr,27
20081220,150000,es,2
20081123,120001,ja,1
20081228,110000,fr,9
20081128,20000,es,1
20081214,210000,en,132
20081007,60000,en,565
20081220,100000,de,13
20081114,50000,fr,3
20081012,160000,en.n,1
20081222,230000,nl,3
20081212,120001,pl,4
20081017,180000,nl,4
20081119,80000,tr,1
20081111,20000,ja,1
20081101,200000,it,9
20081219,230000,tr,1
20081229,130000,nl,2
20081222,220000,en.n,1
20081022,150000,de.n,1
20081208,100001,en,120
20081027,190000,fr,11
20081010,110000,en.n,3
20081125,40000,de.n,1
20081106,80000,es,1
20081125,130000,en,165
20081031,140000,fr,19
20081015,50001,es,4
20081019,150000,en,239
20081205,90000,en,92
20081101,60000,commons.m,1
20081001,60000,fr.n,2
20081227,10000,en.n,1
20081127,140000,en.s,1
20081224,110000,it,14
20081217,10000,nl,1
20081021,70000,vi,1
20081019,80001,ru,6
20081023,170000,vi,2
20081203,70000,es,3
20081105,80000,it,11
20081001,120000,it,35
20081106,100000,es,2
20081126,190000,tr,1
20081116,140000,fr,7
20081202,100000,id,4
20081224,110000,id,3
20081114,80000,it,5
20081216,60001,ko,2
20081218,140000,it,9
20081231,0,pl,1
20081103,220000,da,1
20081017,130000,zh,1
20081224,140000,en,82
20081223,100000,hu,1
20081231,150001,es,2
20081118,200000,pt,2
20081015,100000,es,1
20081204,30000,en,150
20081010,200000,es.n,1
20081104,200000,de,26
20081001,80000,pt,2
20081030,220000,es,5
20081011,220000,fi,1
20081227,150000,en,101
20081007,110000,ro,3
20081221,20000,tr,2
20081123,1,fr,6
20081227,10000,en,56
20081103,140000,fi,1
20081003,110001,it,20
20081016,80000,fr,25
20081018,40000,it,3
20081110,130000,nl,3
20081025,190000,fr,11
20081023,140000,vi,2
20081103,1,fr.n,1
20081012,140000,de,68
20081105,40000,en,134
20081228,120000,zh,1
20081013,70001,de.n,2
20081129,170000,pl,4
20081201,40000,es,2
20081209,30000,ro,1
20081024,90000,sv,1
20081019,20001,ja,1
20081107,90000,fr,3
20081020,210000,es,7
20081105,90000,en,130
20081012,230000,id,1
20081209,130000,es,2
20081224,180000,fi,1
20081107,190000,pl,2
20081228,170000,tr,3
20081229,0,es,3
20081001,220000,de.n,1
20081009,50000,nl,1
20081024,120001,hu,1
20081214,40000,de,3
20081117,130000,fr,3
20081009,20001,en,421
20081004,220001,es.n,1
20081126,100000,de.n,1
20081114,150000,en,165
20081029,110000,ru,2
20081014,110000,id,11
20081007,20000,en.n,15
20081023,80000,en,218
20081123,120001,fi,3
20081124,120001,tr,4
20081003,120000,da,1
20081126,60001,fr,2
20081018,150001,commons.m,1
20081229,210000,no,1
20081025,180001,no,1
20081225,110000,zh,1
20081109,160000,en,128
20081008,90001,es,1
20081119,0,de,7
20081214,140000,de,17
20081220,170000,it,6
20081211,190000,ru,7
20081221,190001,it,4
20081024,210000,hu,3
20081016,60000,sv,6
20081122,130000,fr,10
20081218,170000,es,10
20081022,230000,pl,1
20081201,50000,fr,3
20081126,180001,ru,2
20081009,180000,fr.n,3
20081002,170001,it,22
20081130,130001,tr,3
20081202,40000,en,129
20081016,230000,de.n,1
20081217,80000,de,18
20081030,210000,id,2
20081006,60000,it,2
20081124,190000,fr.n,1
20081031,100000,ru,6
20081119,10000,en.n,1
20081117,20000,ru,1
20081130,160000,nl,1
20081228,170000,de,22
20081007,0,id,6
20081203,130001,ja,4
20081205,180000,fr,21
20081018,130000,en,221
20081031,100000,da,1
20081027,150000,id,4
20081006,60000,fr,8
20081205,150000,es.n,1
20081214,200000,en,145
20081012,20000,de,13
20081006,190000,sv,2
20081013,110000,nl,5
20081220,90000,ro,1
20081217,40000,de,2
20081224,40000,de.n,1
20081003,80000,fr,32
20081202,70000,en,140
20081019,160000,commons.m,2
20081211,160000,zh,1
20081019,120000,hu,1
20081117,220000,en,170
20081119,70000,ja,3
20081224,170000,ja,1
20081126,70000,id,2
20081123,20000,de,2
20081223,200000,de,18
20081113,110000,es,2
20081107,50001,pt,1
20081011,60000,pt,1
20081010,150000,commons.m,1
20081012,90000,de,52
20081102,130000,hu,3
20081018,120000,commons,1
20081222,230000,commons.m,3
20081228,20001,pt,1
20081204,200001,commons.m,5
20081125,140000,nl,5
20081111,30000,ar,1
20081202,210000,sv,1
20081101,180000,tr,1
20081016,210000,en.n,2
20081128,130001,da,2
20081025,180001,pl,7
20081027,160000,it,23
20081118,130000,de.n,1
20081219,140000,de,24
20081213,200000,de,29
20081026,130000,commons.m,4
20081008,220000,fr.n,1
20081003,170000,es,11
20081206,230000,it,2
20081229,30000,vi,1
20081013,10001,de,13
20081223,200000,no,1
20081208,230000,ja,1
20081104,200000,ru,2
20081221,220000,en.n,1
20081009,170000,ro,2
20081124,110000,ro,2
20081003,220001,en.n,7
20081202,200001,sv,1
20081020,210000,ja,1
20081103,190000,pl,2
20081212,140000,tr,2
20081204,150000,pl,2
20081123,30000,de,5
20081120,60001,id,2
20081213,30000,en,95
20081203,20001,fr,1
20081011,150000,en.n,2
20081029,230000,no,4
20081008,120000,vi,5
20081028,50000,es,7
20081223,120000,ja,2
20081112,70000,en,131
20081114,90000,commons.m,3
20081009,220000,fr.n,3
20081230,160000,commons.m,2
20081028,100000,it,7
20081205,30000,en,114
20081008,110000,fr.n,3
20081204,170000,lt,1
20081204,80001,commons.m,1
20081003,60000,en.n,1
20081218,80000,de,16
20081029,210000,ru,2
20081227,150000,ru,5
20081027,60001,hu,1
20081128,140000,tr,1
20081015,120000,en,282
20081121,170001,commons.m,1
20081001,150000,en.n,5
20081225,160000,en.n,1
20081213,200000,nl,2
20081112,1,de,10
20081204,150000,ko,1
20081018,170000,tr,1
20081229,70000,en,100
20081020,50000,it,1
20081120,50000,ja,1
20081025,230000,de,23
20081120,1,hu,1
20081108,200000,it,5
20081006,200000,pt,3
20081026,90000,nl,1
20081231,120000,ru,4
20081226,120000,ru,3
20081014,160000,it,31
20081215,150000,tr,3
